CtrlResourceType_EditMode_ExitEditMode_OutputArguments,7081,Variable
CtrlResourceType_EditMode_AbortEditMode,7082,Method
CtrlResourceType_EditMode_AbortEditMode_OutputArguments,7083,Variable
CtrlResourceType_DeviceHealth,7084,Variable
CtrlResourceType_DeviceTypeImage,7085,Object
CtrlResourceType_DeviceTypeImage_ImageIdentifier,7086,Variable
CtrlResourceType_Documentation,7087,Object
CtrlResourceType_Documentation_DocumentIdentifier,7088,Variable
CtrlResourceType_ProtocolSupport,7089,Object
CtrlResourceType_ProtocolSupport_ProtocolSupportIdentifier,7090,Variable
CtrlResourceType_ImageSet,7091,Object
CtrlResourceType_ImageSet_ImageIdentifier,7092,Variable
CtrlResourceType_GlobalVars_UIElement,7093,Variable
CtrlResourceType_Configuration_UIElement,7094,Variable
CtrlResourceType_Diagnostic_UIElement,7095,Variable
CtrlProgramOrganizationUnitType_GroupName,7096,Object
CtrlProgramOrganizationUnitType_GroupName_UIElement,7097,Variable
CtrlProgramOrganizationUnitType_Identification_UIElement,7098,Variable
CtrlProgramOrganizationUnitType_Lock,7099,Object
CtrlProgramOrganizationUnitType_Lock_LockedStatus,7100,Variable
CtrlProgramOrganizationUnitType_Lock_LockingClient,7101,Variable
CtrlProgramOrganizationUnitType_Lock_LockingUser,7102,Variable
CtrlProgramOrganizationUnitType_Lock_RemainingLockTime,7103,Variable
CtrlProgramOrganizationUnitType_Lock_InitLock,7104,Method
CtrlProgramOrganizationUnitType_Lock_InitLock_InputArguments,7105,Variable
CtrlProgramOrganizationUnitType_Lock_InitLock_OutputArguments,7106,Variable
CtrlProgramOrganizationUnitType_Lock_RenewLock,7107,Method
CtrlProgramOrganizationUnitType_Lock_RenewLock_OutputArguments,7108,Variable
CtrlProgramOrganizationUnitType_Lock_ExitLock,7109,Method
CtrlProgramOrganizationUnitType_Lock_ExitLock_OutputArguments,7110,Variable
CtrlProgramOrganizationUnitType_Lock_BreakLock,7111,Method
CtrlProgramOrganizationUnitType_Lock_BreakLock_OutputArguments,7112,Variable
CtrlProgramOrganizationUnitType_EditMode,7113,Object
CtrlProgramOrganizationUnitType_EditMode_EnterEditMode,7114,Method
CtrlProgramOrganizationUnitType_EditMode_EnterEditMode_InputArguments,7115,Variable
CtrlProgramOrganizationUnitType_EditMode_EnterEditMode_OutputArguments,7116,Variable
CtrlProgramOrganizationUnitType_EditMode_ExitEditMode,7117,Method
CtrlProgramOrganizationUnitType_EditMode_ExitEditMode_OutputArguments,7118,Variable
CtrlProgramOrganizationUnitType_EditMode_AbortEditMode,7119,Method
CtrlProgramOrganizationUnitType_EditMode_AbortEditMode_OutputArguments,7120,Variable
CtrlProgramType_GroupName,7121,Object
CtrlProgramType_GroupName_UIElement,7122,Variable
CtrlProgramType_Identification_UIElement,7123,Variable
CtrlProgramType_Lock,7124,Object
CtrlProgramType_Lock_LockedStatus,7125,Variable
CtrlProgramType_Lock_LockingClient,7126,Variable
CtrlProgramType_Lock_LockingUser,7127,Variable
CtrlProgramType_Lock_RemainingLockTime,7128,Variable
CtrlProgramType_Lock_InitLock,7129,Method
CtrlProgramType_Lock_InitLock_InputArguments,7130,Variable
CtrlProgramType_Lock_InitLock_OutputArguments,7131,Variable
CtrlProgramType_Lock_RenewLock,7132,Method
CtrlProgramType_Lock_RenewLock_OutputArguments,7133,Variable
CtrlProgramType_Lock_ExitLock,7134,Method
CtrlProgramType_Lock_ExitLock_OutputArguments,7135,Variable
CtrlProgramType_Lock_BreakLock,7136,Method
CtrlProgramType_Lock_BreakLock_OutputArguments,7137,Variable
CtrlProgramType_EditMode,7138,Object
CtrlProgramType_EditMode_EnterEditMode,7139,Method
CtrlProgramType_EditMode_EnterEditMode_InputArguments,7140,Variable
CtrlProgramType_EditMode_EnterEditMode_OutputArguments,7141,Variable
CtrlProgramType_EditMode_ExitEditMode,7142,Method
CtrlProgramType_EditMode_ExitEditMode_OutputArguments,7143,Variable
CtrlProgramType_EditMode_AbortEditMode,7144,Method
CtrlProgramType_EditMode_AbortEditMode_OutputArguments,7145,Variable
CtrlFunctionBlockType_GroupName,7146,Object
CtrlFunctionBlockType_GroupName_UIElement,7147,Variable
CtrlFunctionBlockType_Identification_UIElement,7148,Variable
CtrlFunctionBlockType_Lock,7149,Object
CtrlFunctionBlockType_Lock_LockedStatus,7150,Variable
CtrlFunctionBlockType_Lock_LockingClient,7151,Variable
CtrlFunctionBlockType_Lock_LockingUser,7152,Variable
CtrlFunctionBlockType_Lock_RemainingLockTime,7153,Variable
CtrlFunctionBlockType_Lock_InitLock,7154,Method
CtrlFunctionBlockType_Lock_InitLock_InputArguments,7155,Variable
CtrlFunctionBlockType_Lock_InitLock_OutputArguments,7156,Variable
CtrlFunctionBlockType_Lock_RenewLock,7157,Method
CtrlFunctionBlockType_Lock_RenewLock_OutputArguments,7158,Variable
CtrlFunctionBlockType_Lock_ExitLock,7159,Method
CtrlFunctionBlockType_Lock_ExitLock_OutputArguments,7160,Variable
CtrlFunctionBlockType_Lock_BreakLock,7161,Method
CtrlFunctionBlockType_Lock_BreakLock_OutputArguments,7162,Variable
CtrlFunctionBlockType_EditMode,7163,Object
CtrlFunctionBlockType_EditMode_EnterEditMode,7164,Method
CtrlFunctionBlockType_EditMode_EnterEditMode_InputArguments,7165,Variable
CtrlFunctionBlockType_EditMode_EnterEditMode_OutputArguments,7166,Variable
CtrlFunctionBlockType_EditMode_ExitEditMode,7167,Method
CtrlFunctionBlockType_EditMode_ExitEditMode_OutputArguments,7168,Variable
CtrlFunctionBlockType_EditMode_AbortEditMode,7169,Method
CtrlFunctionBlockType_EditMode_AbortEditMode_OutputArguments,7170,Variable
